Enrollment_ID,Name,Department,Email,Attendance,Mock_Status,Mock_Score,CGPA,Internships,Projects,Aptitude_Score,Communication_Score,Placed
70400910,Rahul Patel,CSIT,,,Present,76.77,6.37,0,5,98.32,26.96,Not Placed
70400553,Neha Yadav,IT,,91,Absent,,8.25,,6,38.85,80.69,Placed
70401070,Anjali Patel,DS,anjali.patel@gmail.com,68,Absent,,5.8,,3,35.05,25.18,Placed
70401853,Karan Verma,DS,karan_verma@outlook.com,,Absent,,6.34,1,,82.11,95.65,Placed
70401161,Karan Gupta,AIML,karan_gupta@outlook.com,65,Present,70.5,5.87,0,5,,67.39,Not Placed
70400289,Pooja Sharma,CSIT,,,Present,69.12,8.7,0,4,87.18,27.06,Placed
70401526,Amit Kumar,AIML,amit_kumar@outlook.com,52,Present,25.99,8.09,2,6,68.31,46.37,Not Placed
70400099,Rahul Mehta,IT,rahul.mehta@gmail.com,,Absent,,7.21,,,,,Placed
70400104,Sneha Das,IT,sneha.das@gmail.com,,Absent,,8.33,1,3,83.31,,Not Placed
70401134,Pooja Jain,AIML,,56,Absent,,,,,,53.56,Not Placed
70401108,Rahul Sharma,CSE,,45,Present,65.41,7.16,0,2,54.65,,Placed
70400356,Arjun Jain,IT,arjun.jain@gmail.com,60,Present,66.28,8.92,0,2,52.02,73.06,Not Placed
70401921,Rahul Singh,IT,,,Absent,,5.83,,1,25.23,,Placed
70401966,Arjun Gupta,DS,,81,Present,91.78,9.1,0,1,80.51,64.96,Not Placed
70400656,Amit Singh,CSIT,,,Absent,,8.07,2,2,29.78,69.55,Not Placed
70400932,Pooja Singh,DS,pooja.singh@gmail.com,77,Absent,,8.97,0,5,78,,Not Placed
70400973,Riya Das,IT,riya.das@gmail.com,55,Absent,,6.95,1,1,37.55,,Placed
70401548,Karan Verma,AIML,karan_verma@outlook.com,47,Absent,,6.9,,3,51.7,,Placed
70401677,Amit Jain,AIML,,54,Present,76.5,,4,1,39.73,54.31,Not Placed
70401474,Sneha Jain,CSIT,sneha_jain@outlook.com,,Present,89.24,8.89,,1,29.07,84.39,Placed
70400412,Rahul Verma,CSE,,65,Absent,,8.8,,2,69.65,,Not Placed
70401534,Sneha Das,DS,sneha_das@outlook.com,54,Absent,,8.1,1,,40.12,20.59,Placed
70401506,Pooja Singh,DS,pooja.singh@gmail.com,77,Absent,,6.03,0,2,91.54,98.76,Placed
70401912,Arjun Singh,DS,arjun.singh@gmail.com,40,Absent,,6.36,1,1,48.43,93.14,Not Placed
70400716,Riya Yadav,CSIT,riya_yadav@outlook.com,76,Absent,,6.23,,,38.14,49.22,Not Placed
70400915,Karan Kumar,AIML,karan_kumar@outlook.com,70,Present,25.51,6.59,1,4,,25.84,Placed
70400829,Pooja Gupta,CSIT,,77,Absent,,7.67,3,,62.68,32.08,Not Placed
70401374,Sneha Yadav,CSIT,sneha.yadav@gmail.com,65,Absent,,6.56,4,2,,23.04,Placed
70401980,Pooja Singh,DS,pooja.singh@gmail.com,83,Present,22.04,6.35,,3,39.12,58.05,Not Placed
70400306,Karan Jain,IT,karan_jain@outlook.com,64,Present,35.26,9.77,2,,,,Not Placed
70401221,Arjun Patel,CSE,arjun_patel@outlook.com,68,Present,25.05,8.9,4,,35.18,48.83,Not Placed
70401989,Anjali Kumar,CSE,anjali_kumar@outlook.com,98,Present,74.45,6.01,0,,,25.35,Not Placed
70401224,Arjun Sharma,IT,,54,Absent,,5.54,0,3,,26.3,Placed
70401136,Amit Jain,CSIT,amit_jain@outlook.com,52,Absent,,5.92,,4,98.39,44.96,Not Placed
70401170,Vikram Patel,IT,vikram.patel@gmail.com,55,Present,42.88,8.91,1,3,89.39,72.72,Not Placed
70400821,Amit Kumar,CSIT,amit.kumar@gmail.com,61,Absent,,8.45,,5,,22.16,Not Placed
70401246,Rahul Das,DS,rahul_das@outlook.com,43,Present,80.83,7.38,2,6,,44.26,Placed
70401205,Riya Das,DS,riya.das@gmail.com,56,Present,28.4,,0,2,31,25.95,Not Placed
70401976,Anjali Singh,AIML,anjali.singh@gmail.com,,Present,22.73,7.28,0,2,56.05,65.47,Not Placed
70400254,Pooja Gupta,DS,,66,Absent,,8.39,1,6,87.41,58.87,Not Placed
70400620,Rahul Kumar,IT,rahul.kumar@gmail.com,,Present,26.62,5.32,,6,,96.44,Not Placed
70400586,Pooja Patel,CSIT,pooja.patel@gmail.com,85,Absent,,6.05,,4,82.55,50.99,Placed
70400769,Amit Mehta,DS,amit.mehta@gmail.com,89,Absent,,8.3,1,4,20.46,70.91,Not Placed
70400941,Neha Jain,CSIT,neha_jain@outlook.com,57,Absent,,8.15,,6,,88.41,Placed
70401788,Rahul Mehta,DS,rahul.mehta@gmail.com,89,Present,30.55,8.34,2,1,76.26,81.81,Not Placed
70401715,Riya Mehta,IT,riya.mehta@gmail.com,46,Present,48.79,,0,3,58.64,83.02,Placed
70400044,Rahul Jain,CSIT,rahul.jain@gmail.com,72,Present,70.85,,2,5,,79.83,Placed
70400894,Amit Sharma,CSIT,,88,Present,70.72,7.39,1,3,,55.36,Placed
70401424,Anjali Jain,CSE,,65,Absent,,8.55,1,3,64.31,51.87,Not Placed
70400882,Sneha Patel,DS,,89,Present,87.52,6.68,3,,91.72,25.69,Not Placed
70400065,Rahul Kumar,AIML,rahul_kumar@outlook.com,53,Absent,,9.55,1,,46.92,73.15,Not Placed
70400965,Rahul Yadav,IT,,,Absent,,,,1,66.7,87.04,Placed
70400047,Anjali Gupta,CSE,anjali.gupta@gmail.com,53,Present,20.33,9.65,4,1,,,Not Placed
70401028,Karan Verma,AIML,,97,Absent,,5.55,3,2,,58.94,Not Placed
70400151,Pooja Kumar,CSE,,,Present,33.4,,3,1,,23.48,Not Placed
70400514,Amit Gupta,IT,amit.gupta@gmail.com,64,Absent,,9.77,3,6,85.55,73.76,Placed
70401607,Arjun Mehta,DS,arjun.mehta@gmail.com,57,Absent,,7.5,0,6,48.7,59.19,Not Placed
70401981,Amit Kumar,CSIT,amit.kumar@gmail.com,96,Absent,,6.7,4,3,47.94,76.41,Placed
70400979,Rahul Gupta,CSE,rahul_gupta@outlook.com,,Present,76.04,,0,,89.98,49.32,Not Placed
70401359,Karan Singh,AIML,karan.singh@gmail.com,72,Present,66.07,7.88,2,6,99.33,49.51,Not Placed
70401213,Vikram Mehta,AIML,vikram_mehta@outlook.com,49,Absent,,8.37,0,2,38.98,49.92,Not Placed
70401792,Pooja Kumar,CSIT,pooja.kumar@gmail.com,94,Present,30.38,5.46,3,,91.89,,Placed
70400806,Arjun Jain,DS,,43,Absent,,,1,5,76.75,66.86,Not Placed
70400847,Anjali Kumar,DS,,78,Absent,,9.6,1,3,20.31,52.97,Not Placed
70401567,Karan Verma,CSIT,karan.verma@gmail.com,,Present,71.7,5.09,3,2,39.98,75.42,Not Placed
70400316,Neha Jain,IT,neha_jain@outlook.com,44,Present,29.85,5.95,0,,,,Not Placed
70401015,Amit Yadav,IT,amit_yadav@outlook.com,82,Absent,,5.46,4,1,66.04,60.88,Not Placed
70400001,Anjali Yadav,AIML,anjali_yadav@outlook.com,54,Absent,,6.34,,6,94.78,,Placed
70401852,Riya Patel,CSIT,riya_patel@outlook.com,,Present,25.54,5.96,,4,74.44,78.9,Not Placed
70401755,Neha Jain,CSIT,neha.jain@gmail.com,95,Present,25.98,8.02,0,,84.31,40.57,Placed
70400214,Neha Mehta,CSE,neha.mehta@gmail.com,52,Absent,,9.53,,4,55.84,34.28,Placed
70401244,Amit Das,DS,,71,Present,68.28,7.24,3,6,,58.62,Placed
70400191,Sneha Jain,IT,sneha_jain@outlook.com,71,Present,61.37,5.96,0,2,,74.95,Placed
70401353,Sneha Kumar,AIML,sneha.kumar@gmail.com,81,Present,66.5,6,3,,75.29,62.34,Not Placed
70400851,Karan Yadav,IT,,95,Present,82.85,6.93,3,6,51.43,79.48,Not Placed
70400265,Anjali Jain,DS,anjali_jain@outlook.com,50,Absent,,8.32,2,1,51.56,74.54,Not Placed
70401273,Anjali Mehta,CSIT,anjali.mehta@gmail.com,89,Present,68.9,6.46,0,1,,94.44,Not Placed
70401437,Sneha Jain,CSE,sneha.jain@gmail.com,48,Absent,,8.32,4,1,,51.67,Not Placed
70400053,Sneha Das,CSIT,,,Absent,,,2,,69.69,,Placed
70400070,Riya Kumar,CSE,,78,Present,63.32,6.64,,4,65.8,67.88,Placed
70401688,Sneha Das,CSIT,sneha.das@gmail.com,49,Present,60.27,8.94,0,5,20.58,48.58,Not Placed
70401596,Vikram Patel,DS,vikram_patel@outlook.com,,Absent,,9.18,4,1,,64.87,Placed
70401488,Anjali Kumar,AIML,anjali_kumar@outlook.com,,Present,47.22,6.43,,3,32.39,85.38,Not Placed
70401375,Neha Singh,CSIT,,54,Present,88.7,7.47,3,4,,,Placed
70400215,Neha Das,CSIT,neha.das@gmail.com,,Absent,,6.46,2,5,88.11,64.01,Not Placed
70400068,Pooja Sharma,IT,,61,Present,50.83,7.5,4,,22.32,67.73,Not Placed
70401470,Neha Jain,DS,neha_jain@outlook.com,62,Present,66.94,6.21,1,,77.42,,Not Placed
70401861,Pooja Mehta,AIML,pooja_mehta@outlook.com,,Absent,,9.73,4,1,82.39,44.98,Placed
70400939,Arjun Gupta,CSE,arjun_gupta@outlook.com,75,Present,21.96,5.04,,1,93.03,46.56,Placed
70400780,Neha Sharma,CSE,neha_sharma@outlook.com,,Present,61.18,8.04,,3,68.14,,Not Placed
70401239,Pooja Sharma,IT,pooja.sharma@gmail.com,,Absent,,9.67,0,4,28.26,51.74,Not Placed
70401807,Karan Gupta,DS,karan.gupta@gmail.com,,Present,89.71,,3,3,28.12,22.92,Placed
70400088,Karan Verma,DS,karan_verma@outlook.com,,Absent,,,1,5,77.98,82.68,Placed
70400695,Arjun Patel,IT,arjun.patel@gmail.com,,Absent,,,1,3,,,Not Placed
70400877,Pooja Mehta,CSE,,53,Absent,,5.09,4,,43.33,52.25,Not Placed
70401112,Sneha Gupta,CSIT,,46,Absent,,6.8,1,2,30.51,,Not Placed
70401622,Riya Sharma,CSIT,riya.sharma@gmail.com,93,Absent,,6.34,3,3,25.24,45.83,Not Placed
70401335,Rahul Das,AIML,,,Absent,,7.86,0,1,91.51,73.15,Not Placed
70400902,Pooja Singh,CSIT,,50,Absent,,9.23,4,,22.4,90.36,Placed
70401014,Vikram Patel,CSIT,vikram_patel@outlook.com,,Absent,,,1,3,43.53,96.61,Not Placed
70400427,Sneha Verma,CSIT,sneha_verma@outlook.com,40,Absent,,6.89,2,4,39.59,74.2,Not Placed
70400129,Karan Das,IT,karan_das@outlook.com,47,Absent,,8.27,2,1,74.47,57.66,Placed
70401283,Pooja Kumar,IT,,65,Present,73.33,6.2,0,2,60.93,46.23,Not Placed
70401892,Amit Gupta,CSIT,amit.gupta@gmail.com,78,Present,94.81,9.2,,5,29.2,94.77,Placed
70401881,Pooja Singh,DS,pooja.singh@gmail.com,69,Present,97.76,8.32,,6,38.95,62.41,Not Placed
70400623,Vikram Yadav,IT,vikram.yadav@gmail.com,,Present,21.85,8.35,1,6,50.21,90.88,Placed
70400063,Amit Patel,AIML,amit.patel@gmail.com,,Absent,,9.26,,4,71.89,,Not Placed
70400818,Karan Verma,CSE,karan_verma@outlook.com,90,Absent,,8.35,,1,57.16,22.4,Placed
70401196,Amit Mehta,AIML,amit.mehta@gmail.com,70,Present,64.07,7.09,3,,73.41,,Not Placed
70400147,Amit Kumar,AIML,amit_kumar@outlook.com,98,Absent,,6.08,,2,91.36,28.61,Placed
70400589,Pooja Yadav,DS,,85,Absent,,6.88,2,5,71.69,,Placed
70401412,Rahul Das,DS,rahul_das@outlook.com,76,Absent,,9.67,2,4,93.94,63.5,Placed
70400850,Amit Jain,DS,,,Present,58.72,,0,4,60.42,62.52,Not Placed
70401612,Riya Gupta,AIML,riya_gupta@outlook.com,92,Present,23.86,,1,6,71.3,40.45,Not Placed
70401366,Amit Jain,DS,amit.jain@gmail.com,,Present,75.39,8.51,2,5,73.62,99.98,Placed
70401173,Karan Patel,DS,,,Present,98.28,7.84,4,2,40.62,70.2,Not Placed
70401589,Neha Verma,DS,,55,Absent,,8.15,1,1,64.57,86.73,Not Placed
70400420,Neha Kumar,CSIT,neha_kumar@outlook.com,82,Present,87.74,9.19,2,,34.2,,Placed
70400021,Amit Yadav,CSE,,75,Absent,,9.53,3,1,,49.74,Not Placed
70400721,Karan Mehta,AIML,karan_mehta@outlook.com,,Present,20.61,,,,66.72,,Not Placed
70401949,Amit Gupta,CSIT,,,Present,66.1,5.66,,1,26.15,45.09,Placed
70400126,Pooja Jain,CSE,,,Present,22.96,,0,5,89.69,87.01,Placed
70400741,Karan Mehta,IT,karan_mehta@outlook.com,67,Present,89.85,6.8,1,2,84.2,,Not Placed
70401927,Rahul Gupta,DS,rahul.gupta@gmail.com,63,Absent,,7.89,,4,80.4,,Not Placed
70400248,Vikram Patel,IT,vikram_patel@outlook.com,60,Present,65.68,,4,1,,,Not Placed
70400725,Karan Kumar,AIML,karan.kumar@gmail.com,86,Absent,,,0,4,83.87,40.11,Not Placed
70400606,Arjun Yadav,CSE,arjun.yadav@gmail.com,68,Present,25.44,,3,1,22.53,89.47,Not Placed
70400072,Vikram Patel,DS,,56,Absent,,5.41,0,1,96.3,,Not Placed
70401121,Pooja Jain,AIML,pooja.jain@gmail.com,49,Absent,,6.09,2,3,77.44,46.08,Placed
70400997,Sneha Jain,CSE,sneha_jain@outlook.com,73,Absent,,6.97,2,1,,54.88,Placed
70400522,Arjun Das,AIML,,,Absent,,5.57,3,5,25.74,,Not Placed
70400365,Amit Singh,CSE,amit.singh@gmail.com,,Present,43.09,7.51,4,5,47.29,99.21,Placed
70401020,Arjun Das,DS,,,Present,87.13,8.72,3,1,20.64,39.36,Not Placed
70400460,Anjali Jain,CSIT,anjali_jain@outlook.com,,Present,43.01,9.73,4,,74.22,90.74,Placed
70401318,Sneha Kumar,CSE,sneha_kumar@outlook.com,91,Absent,,,0,2,,,Not Placed
70401910,Vikram Jain,CSIT,vikram_jain@outlook.com,,Absent,,7.65,2,3,90.61,35.08,Placed
70400525,Sneha Singh,DS,,91,Present,74.36,8.85,,5,,,Not Placed
70400003,Sneha Yadav,DS,sneha.yadav@gmail.com,,Absent,,9.63,3,3,60.2,,Not Placed
70400417,Amit Das,IT,,72,Present,84.87,6.03,0,5,,65.32,Placed
70400315,Vikram Das,DS,vikram.das@gmail.com,74,Present,85.32,7.74,,4,27.15,70.24,Placed
70400059,Riya Kumar,CSIT,,94,Absent,,6.75,3,,60.67,,Not Placed
70400792,Sneha Verma,AIML,sneha_verma@outlook.com,79,Present,86.38,5.21,0,3,53.12,33.35,Placed
70401772,Anjali Verma,AIML,anjali.verma@gmail.com,97,Absent,,8.26,2,6,28.42,34.73,Not Placed
70400593,Arjun Kumar,AIML,,87,Absent,,,4,3,22.87,28.01,Not Placed
70400155,Vikram Yadav,IT,vikram_yadav@outlook.com,85,Absent,,5.49,1,,99.98,33.51,Not Placed
70401894,Rahul Gupta,DS,,41,Present,70.23,7.44,,6,,49.58,Not Placed
70401472,Vikram Kumar,CSE,,50,Absent,,6.51,,6,,,Not Placed
70401060,Vikram Singh,AIML,vikram_singh@outlook.com,40,Absent,,7.19,3,3,39.36,90.59,Placed
70400685,Arjun Singh,CSIT,arjun_singh@outlook.com,85,Present,59.14,9.67,1,2,55.71,,Placed
70400753,Amit Kumar,DS,amit.kumar@gmail.com,67,Absent,,5.21,3,6,24.92,,Not Placed
70400605,Pooja Singh,AIML,pooja.singh@gmail.com,54,Absent,,9.39,4,1,70.92,60.03,Not Placed
70400992,Vikram Sharma,DS,vikram_sharma@outlook.com,,Present,59.26,5.45,2,4,44.99,36.52,Not Placed
70401483,Arjun Gupta,CSE,,,Present,36.63,8.94,,1,,,Placed
70501577,Amit Mehta,AIML,,,Present,28.58,7.34,,2,72.23,,Placed
70500120,Neha Singh,DS,neha.singh@gmail.com,51,Present,25.71,5.79,0,4,58.81,67.12,Placed
70500236,Rahul Kumar,CSE,,68,Absent,,5.6,,1,,41.08,Placed
70501489,Vikram Sharma,DS,,,Present,72.75,7.08,1,6,,,Placed
70501141,Riya Mehta,CSIT,,86,Present,82.4,8.66,,1,77.13,34.89,Not Placed
70500072,Amit Jain,CSE,amit.jain@gmail.com,72,Present,96.14,6.7,3,5,,68.38,Placed
70501125,Neha Singh,CSE,neha.singh@gmail.com,88,Absent,,,3,6,36.99,92.83,Placed
70500518,Vikram Sharma,IT,vikram_sharma@outlook.com,90,Absent,,9.65,2,4,80.9,80.27,Placed
70500024,Riya Gupta,IT,riya_gupta@outlook.com,47,Present,88.33,,1,5,58.37,39.07,Not Placed
70501487,Pooja Kumar,CSIT,pooja_kumar@outlook.com,54,Present,37.44,5.53,1,6,83.89,25.43,Not Placed
70501196,Riya Yadav,DS,,55,Absent,,5.48,2,4,94.68,99.26,Placed
70501177,Riya Sharma,CSE,riya.sharma@gmail.com,95,Present,90.88,7.01,4,,24.54,,Not Placed
70500141,Riya Das,CSIT,,48,Present,97.38,8.46,1,3,,66.28,Placed
70501183,Sneha Sharma,CSE,sneha_sharma@outlook.com,72,Absent,,9.63,1,1,94.56,52.17,Not Placed
70501442,Vikram Singh,CSE,vikram_singh@outlook.com,50,Present,98.28,,4,1,63.1,72.69,Placed
70501108,Pooja Jain,AIML,,65,Absent,,8.71,1,3,33.46,80.09,Placed
70500497,Pooja Sharma,CSE,pooja_sharma@outlook.com,94,Absent,,6.04,4,,55.72,85.03,Not Placed
70501406,Sneha Patel,CSE,sneha_patel@outlook.com,94,Present,48.35,8.01,3,3,59.97,96.69,Placed
70501251,Pooja Mehta,AIML,pooja_mehta@outlook.com,87,Present,81.7,6.27,4,1,99.36,62.8,Placed
70500864,Karan Sharma,CSE,karan_sharma@outlook.com,43,Absent,,7.25,2,,51.45,,Not Placed
70501089,Anjali Kumar,IT,,41,Absent,,6.37,4,1,51.2,47.82,Not Placed
70501661,Sneha Kumar,IT,sneha_kumar@outlook.com,73,Absent,,6.55,4,5,69.32,67.47,Placed
70501256,Vikram Gupta,DS,vikram.gupta@gmail.com,91,Present,72.79,6.01,0,,26.28,81.57,Placed
70500655,Sneha Jain,CSE,sneha_jain@outlook.com,68,Present,22.97,6.42,,,59.23,,Not Placed
70500232,Karan Verma,DS,,54,Absent,,7.59,4,,43.92,53.64,Not Placed
70501131,Sneha Jain,DS,sneha_jain@outlook.com,43,Present,23.13,8.07,4,5,,51.47,Placed
70501535,Rahul Yadav,CSE,rahul_yadav@outlook.com,,Present,92.97,,2,5,63.89,77.87,Not Placed
70501909,Anjali Verma,CSE,anjali.verma@gmail.com,96,Present,23.96,5.03,0,2,29.7,40.39,Placed
70501816,Karan Kumar,DS,karan.kumar@gmail.com,99,Present,23.69,7.3,,2,61.44,58.48,Not Placed
70501897,Rahul Sharma,CSE,rahul.sharma@gmail.com,,Present,50.92,6.28,0,,81.66,,Placed
70501063,Riya Yadav,AIML,,,Present,80.18,8.31,3,2,73.18,,Not Placed
70501982,Karan Mehta,IT,,,Present,58.3,7.14,2,3,82.88,28.84,Placed
70500164,Vikram Das,IT,vikram_das@outlook.com,96,Present,77.37,7.72,4,3,70.95,58.59,Placed
70500231,Rahul Kumar,CSE,,61,Absent,,7.33,0,,54.53,64.59,Placed
70500927,Karan Gupta,CSE,,92,Absent,,9.3,4,6,21.05,68.93,Not Placed
70500422,Amit Gupta,CSE,amit_gupta@outlook.com,69,Present,58.59,8.23,3,1,38.3,,Placed
70501541,Anjali Yadav,AIML,anjali.yadav@gmail.com,64,Present,97.73,,2,2,21.54,56.23,Placed
70500997,Rahul Das,AIML,rahul_das@outlook.com,67,Present,76.72,7.81,1,2,,87.53,Not Placed
70501880,Amit Sharma,AIML,amit_sharma@outlook.com,78,Absent,,,,4,38.49,47.94,Placed
70501420,Amit Singh,DS,amit.singh@gmail.com,94,Present,88.5,5.9,4,,69.03,,Placed
70501529,Arjun Verma,CSE,arjun.verma@gmail.com,58,Absent,,5.25,4,1,86.89,,Placed
70501514,Amit Patel,DS,amit_patel@outlook.com,62,Absent,,9.67,1,3,54.68,94.12,Placed
70500065,Vikram Patel,CSE,vikram_patel@outlook.com,91,Absent,,8.44,,,39.54,,Not Placed
70500096,Rahul Verma,AIML,rahul.verma@gmail.com,48,Present,26.95,8.41,1,5,,32.68,Placed
70500531,Arjun Singh,DS,arjun.singh@gmail.com,,Absent,,9.16,,3,66.93,57.24,Not Placed
70501087,Pooja Jain,DS,pooja_jain@outlook.com,88,Present,98.5,9.8,3,,44.2,25.64,Placed
70501506,Karan Mehta,CSIT,karan.mehta@gmail.com,49,Present,33.5,9.52,2,5,42.11,85.87,Placed
70500584,Riya Gupta,IT,riya_gupta@outlook.com,72,Absent,,,4,2,79.68,,Not Placed
70500541,Amit Das,CSE,amit.das@gmail.com,84,Present,23.07,5.63,3,3,69.1,70.11,Not Placed
70501848,Sneha Gupta,DS,sneha.gupta@gmail.com,66,Absent,,5.73,,6,95.83,72.07,Not Placed
70501485,Rahul Singh,CSE,,56,Present,76.93,,4,6,45.86,90.52,Placed
70501579,Amit Verma,DS,amit_verma@outlook.com,86,Present,47,6.02,3,6,51.49,64.55,Placed
70500722,Arjun Kumar,AIML,arjun.kumar@gmail.com,77,Present,28.58,,0,3,33.34,,Not Placed
70501873,Pooja Das,IT,pooja_das@outlook.com,,Present,95.6,5.11,3,3,38.74,40.69,Not Placed
70501328,Amit Jain,CSIT,,74,Present,96.18,9.06,2,5,78.77,27.82,Not Placed
70501358,Sneha Kumar,CSIT,sneha.kumar@gmail.com,82,Present,74.93,8.18,1,,,,Placed
70500191,Rahul Patel,CSIT,rahul_patel@outlook.com,,Present,41.41,8.91,1,,77.67,48.68,Placed
70500324,Neha Jain,IT,neha_jain@outlook.com,42,Absent,,9.54,0,2,58.31,,Not Placed
70500082,Sneha Mehta,CSE,sneha.mehta@gmail.com,54,Present,90.19,6.24,,6,96.99,,Placed
70501366,Pooja Das,IT,,82,Absent,,,0,3,,61.05,Not Placed
70500904,Vikram Singh,DS,,76,Absent,,,3,1,89.22,,Placed
70501611,Rahul Patel,CSIT,,,Absent,,7.45,3,3,35.91,32.37,Placed
70501113,Rahul Kumar,DS,,55,Present,25.62,,0,,34.48,98.66,Not Placed
70500634,Riya Patel,AIML,,,Absent,,6.48,2,,96.28,25.37,Not Placed
70500084,Amit Jain,AIML,amit_jain@outlook.com,55,Absent,,9.2,3,,34.79,42.71,Not Placed
70501190,Pooja Mehta,CSE,pooja_mehta@outlook.com,53,Present,81.46,9.31,4,4,,75.87,Not Placed
70501654,Arjun Patel,IT,arjun_patel@outlook.com,,Present,92.45,8.43,2,4,58.13,24.87,Not Placed
70500047,Neha Gupta,AIML,,,Present,68.91,,2,1,40.86,80.12,Not Placed
70500696,Sneha Jain,CSIT,,40,Present,20.28,5.46,1,3,,,Placed
70501291,Pooja Verma,IT,pooja.verma@gmail.com,43,Absent,,9.02,3,,,34.9,Placed
70500346,Anjali Gupta,IT,anjali.gupta@gmail.com,,Absent,,,,4,43.37,99.7,Placed
70501553,Rahul Jain,DS,,69,Present,97.45,6.9,,4,85.6,38.46,Placed
70500404,Arjun Sharma,CSIT,,49,Present,63.4,,0,,52.33,57.13,Placed
70500993,Karan Das,IT,karan_das@outlook.com,,Absent,,7.14,1,1,62.55,80.82,Placed
70501821,Vikram Yadav,IT,vikram_yadav@outlook.com,,Present,43.03,7.6,1,3,29.41,88,Placed
70500533,Pooja Mehta,AIML,,,Absent,,6.86,0,2,,36.44,Placed
70500545,Amit Mehta,AIML,amit.mehta@gmail.com,71,Present,35.15,7.12,,3,47.97,74.2,Placed
70501627,Arjun Verma,IT,arjun_verma@outlook.com,90,Present,82.04,9.1,,4,40.39,23.5,Placed
70500849,Arjun Mehta,AIML,arjun.mehta@gmail.com,94,Present,71.67,9.72,3,3,28.47,50.39,Not Placed
70501790,Rahul Sharma,IT,,48,Present,90.06,7.06,,,60.87,54.73,Placed
70500795,Amit Kumar,CSIT,,46,Present,85.66,5.68,4,5,92.32,,Not Placed
70500769,Sneha Yadav,CSE,,58,Absent,,8.36,0,3,,75.55,Placed
70501719,Sneha Das,IT,sneha_das@outlook.com,51,Present,71.06,7.18,2,5,,87.15,Placed
70501820,Sneha Mehta,AIML,,44,Present,60.56,,,,79.84,23.81,Placed
70501292,Amit Yadav,DS,amit_yadav@outlook.com,74,Absent,,9.25,,2,61.43,62.49,Not Placed
70500480,Neha Das,CSIT,neha.das@gmail.com,99,Present,68.15,9.68,2,3,53.41,78.75,Not Placed
70500574,Amit Jain,CSE,amit.jain@gmail.com,58,Present,41.95,8.8,0,1,87.21,64.34,Placed
70501179,Sneha Verma,DS,sneha_verma@outlook.com,71,Present,22.61,9.08,,5,80.03,81.52,Not Placed
70501002,Sneha Singh,DS,sneha_singh@outlook.com,97,Absent,,,4,3,20.53,38.36,Placed
70500449,Pooja Gupta,AIML,pooja_gupta@outlook.com,55,Absent,,5.59,,4,39.14,,Not Placed
70501619,Sneha Mehta,CSE,sneha.mehta@gmail.com,,Present,90.06,6.98,,6,49.17,,Not Placed
70501300,Rahul Gupta,CSE,rahul.gupta@gmail.com,55,Present,38.9,5.57,0,,71.55,64.28,Placed
70501947,Amit Sharma,AIML,,51,Present,99.51,5.68,4,5,,88.25,Not Placed
70500451,Riya Verma,AIML,,72,Absent,,,3,,46.28,41.95,Placed
70501243,Vikram Kumar,IT,vikram.kumar@gmail.com,,Absent,,6.73,2,4,27.51,60.1,Not Placed
70500566,Karan Sharma,CSIT,karan_sharma@outlook.com,,Present,92.93,9.35,2,1,,93.77,Placed
70500515,Neha Mehta,CSE,neha.mehta@gmail.com,81,Present,52.74,8.6,2,5,38.08,26.64,Not Placed
70501117,Amit Gupta,CSE,amit_gupta@outlook.com,48,Absent,,9.42,4,6,41.18,,Placed
70500217,Neha Singh,AIML,,,Present,50.42,5.12,2,4,80.05,45.85,Placed
70500086,Anjali Kumar,IT,anjali.kumar@gmail.com,61,Present,67.72,9.57,1,4,96.62,32.59,Placed
70500562,Sneha Gupta,DS,sneha_gupta@outlook.com,69,Present,78.65,7.53,3,,85.43,73.36,Placed
70500340,Neha Mehta,CSIT,neha.mehta@gmail.com,45,Absent,,8.84,4,2,48.61,68.08,Not Placed
70500916,Arjun Gupta,IT,arjun.gupta@gmail.com,70,Absent,,7.68,1,1,,,Not Placed
70501917,Vikram Sharma,AIML,,86,Absent,,5.02,0,2,45.51,40.96,Not Placed
70500225,Rahul Singh,CSE,,50,Present,97.45,6.45,4,2,28.14,80.72,Not Placed
70501986,Amit Mehta,CSE,amit_mehta@outlook.com,,Absent,,6.5,3,,21.69,,Placed
70500755,Pooja Mehta,CSIT,pooja.mehta@gmail.com,,Present,97.28,8.69,2,6,41.25,70.41,Not Placed
70501126,Rahul Das,CSE,rahul_das@outlook.com,75,Present,92.81,6.2,2,,64.28,,Not Placed
70501120,Karan Yadav,IT,karan_yadav@outlook.com,96,Absent,,6.71,2,3,96.9,54.12,Placed
70501308,Neha Mehta,DS,,54,Present,65.43,9.17,4,5,29.39,71.15,Placed
70501033,Arjun Yadav,AIML,,57,Present,71.11,8.66,3,,50.74,40.61,Placed
70500033,Neha Verma,CSE,neha.verma@gmail.com,,Absent,,9.42,1,6,95.62,,Not Placed
70500931,Karan Das,DS,,91,Present,88.4,8.82,4,,41.46,66.96,Not Placed
70501036,Riya Verma,DS,riya_verma@outlook.com,40,Absent,,6.12,4,5,,66.45,Not Placed
70501622,Amit Patel,CSE,amit.patel@gmail.com,42,Present,81.77,,,5,59.45,,Not Placed
70500731,Neha Mehta,IT,neha_mehta@outlook.com,,Absent,,5.44,3,,,56.54,Not Placed
